"Wavelength (nm)"	Reflectance
481	0.2256208
482	0.2206529
483	0.2156752
484	0.2106908
485	0.205787
486	0.2009195
487	0.1960554
488	0.1911977
489	0.1863816
490	0.1815824
491	0.1767992
492	0.172035
493	0.1672808
494	0.1625511
495	0.1578493
496	0.1531852
497	0.1487886
498	0.1444279
499	0.1401057
500	0.135817
501	0.1314801
502	0.1271905
503	0.1229513
504	0.1187693
505	0.1148304
506	0.110948
507	0.1071245
508	0.1033625
509	0.0994451
510	0.0955704
511	0.091769
512	0.0880437
513	0.0845072
514	0.0810976
515	0.077767
516	0.0745174
517	0.0713287
518	0.068195
519	0.0651493
520	0.0621934
521	0.0593309
522	0.0565796
523	0.0539225
524	0.051361
525	0.0488965
526	0.0465034
527	0.0441975
528	0.0419938
529	0.0398935
530	0.0379068
531	0.0360681
532	0.03433
533	0.032693
534	0.0311572
535	0.0297327
536	0.0284139
537	0.0271933
538	0.0260707
539	0.0250457
540	0.0240875
541	0.0232299
542	0.0224738
543	0.0218185
544	0.0212654
545	0.0208169
546	0.0204631
547	0.0202029
548	0.0200353
549	0.0199546
550	0.0199646
551	0.0200722
552	0.0202762
553	0.0205748
554	0.0209519
555	0.0213965
556	0.021917
557	0.0225119
558	0.0231794
559	0.0239367
560	0.0247867
561	0.0257128
562	0.026713
563	0.0277854
564	0.0289111
565	0.0300805
566	0.0313111
567	0.0326009
568	0.033948
569	0.0353602
570	0.036853
571	0.0384009
572	0.0400018
573	0.0416539
574	0.0433548
575	0.0450898
576	0.0468693
577	0.0486914
578	0.0505542
579	0.0524559
580	0.0543653
581	0.0562925
582	0.058251
583	0.0602392
584	0.0622555
585	0.064304
586	0.0664032
587	0.068527
588	0.0706741
589	0.0728428
590	0.0750316
591	0.0772521
592	0.0794984
593	0.0817613
594	0.0840393
595	0.0863311
596	0.0886352
597	0.0909483
598	0.0932713
599	0.095603
600	0.0979422
601	0.1002878
602	0.1026359
603	0.1049728
604	0.1073128
605	0.1096548
606	0.1119978
607	0.1143409
608	0.1166843
609	0.1190298
610	0.1213728
611	0.1237125
612	0.1260482
613	0.1283791
614	0.1307078
615	0.1330411
616	0.135368
617	0.1376877
618	0.1399996
619	0.1423031
620	0.1445951
621	0.1467783
622	0.1489513
623	0.1511138
624	0.1532846
625	0.1554446
626	0.1575931
627	0.1597404
628	0.1618775
629	0.1640023
630	0.1661185
631	0.1682238
632	0.1703159
633	0.1723934
634	0.1744558
635	0.1765043
636	0.1785388
637	0.1805595
638	0.1825655
639	0.1845568
640	0.1865249
641	0.1884772
642	0.1904141
643	0.1923271
644	0.1942193
645	0.1960955
646	0.1979584
647	0.1998125
648	0.2016504
649	0.2034722
650	0.2052765
651	0.2070646
652	0.2088364
653	0.2105982
654	0.2123509
655	0.2140874
656	0.2158077
657	0.2175198
658	0.2192157
659	0.2208953
660	0.2225533
661	0.2241899
662	0.22581
663	0.2274137
664	0.229004
665	0.2305778
666	0.2321351
667	0.233678
668	0.2352072
669	0.23672
670	0.2382166
671	0.2396964
672	0.2411599
673	0.2426073
674	0.244039
675	0.2454563
676	0.2468578
677	0.2482433
678	0.2496191
679	0.2509849
680	0.2523351
681	0.2536697
682	0.2549908
683	0.256297
684	0.2575881
685	0.258864
686	0.2601288
687	0.2613784
688	0.262613
689	0.2638321
690	0.2650344
691	0.2662219
692	0.2673947
693	0.2685529
694	0.2696966
695	0.2708258
696	0.2719406
697	0.2730394
698	0.2741224
699	0.2751911
700	0.2762456
701	0.2772891
702	0.2783209
703	0.279339
704	0.2803432
705	0.2813338
706	0.2823107
707	0.2832742
708	0.2842243
709	0.2851565
710	0.2860716
711	0.2869735
712	0.2878621
713	0.2887466
714	0.2896283
715	0.2904972
716	0.2913535
717	0.2922022
718	0.2930478
719	0.293881
720	0.294702
721	0.2955092
722	0.2962976
723	0.297074
724	0.2978384
725	0.2985909
726	0.2993272
727	0.3000516
728	0.3007643
729	0.3014654
730	0.3021621
731	0.3028503
732	0.3035272
733	0.3041929
734	0.3048513
735	0.3055044
736	0.3061466
737	0.3067779
738	0.307398
739	0.3079934
740	0.308578
741	0.309152
742	0.3097155
743	0.3102663
744	0.310805
745	0.3113336
746	0.3118519
747	0.3123595
748	0.312853
749	0.3133366
750	0.3138102
751	0.314274
752	0.3147379
753	0.3151984
754	0.3156494
755	0.3160908
756	0.3165229
757	0.3169552
758	0.3173782
759	0.317792
760	0.3181967
761	0.3185945
762	0.3189867
763	0.31937
764	0.3197444
765	0.3201101
766	0.3204716
767	0.3208266
768	0.321173
769	0.3215108
770	0.3218402
771	0.3221448
772	0.3224401
773	0.322727
774	0.3230057
775	0.3232747
776	0.3235245
777	0.3237661
778	0.3239998
779	0.3242255
780	0.3244465
781	0.324669
782	0.3248839
783	0.325091
784	0.3252905
785	0.3254817
786	0.3256637
787	0.3258382
788	0.3260053
789	0.3261651
790	0.3263197
791	0.3264717
792	0.3266165
793	0.3267543
794	0.3268849
795	0.3270058
796	0.3271119
797	0.327211
798	0.3273033
799	0.3273889
800	0.3274663
801	0.3275283
802	0.3275835
803	0.3276322
804	0.3276742
805	0.3277098
806	0.3277632
807	0.3278117
808	0.3278539
809	0.3278898
810	0.3279195
811	0.3279559
812	0.3279925
813	0.328023
814	0.3280476
815	0.3280661
816	0.3280722
817	0.3280594
818	0.3280409
819	0.3280165
820	0.3279864
821	0.3279505
822	0.3278996
823	0.3278426
824	0.3277799
825	0.3277117
826	0.3276379
827	0.3275619
828	0.327484
829	0.3274007
830	0.327312
831	0.327218
832	0.3271187
833	0.3270142
834	0.3269044
835	0.3267895
836	0.3266695
837	0.3265444
838	0.3264142
839	0.326279
840	0.3261389
841	0.3259939
842	0.3258439
843	0.3256891
844	0.3255295
845	0.3253651
846	0.325196
847	0.3250222
848	0.3248438
849	0.3246607
850	0.324473
851	0.3242808
852	0.324084
853	0.3238828
854	0.3236771
855	0.323467
856	0.3232526
857	0.3230338
858	0.3228107
859	0.3225834
860	0.3223518
861	0.322116
862	0.321876
863	0.3216319
864	0.3213837
865	0.3211315
866	0.3208752
867	0.3206149
868	0.3203506
869	0.3200824
870	0.3198103
871	0.3195343
872	0.3192545
873	0.3189709
874	0.3186835
875	0.3183923
876	0.3180975
877	0.3177989
878	0.3174967
879	0.3171909
880	0.3168815
881	0.3165685
882	0.316252
883	0.315932
884	0.3156085
885	0.3152815
886	0.3149607
887	0.3146508
888	0.3143375
889	0.3140208
890	0.3137008
891	0.3133775
892	0.3130509
893	0.3127211
894	0.3123881
895	0.3120519
896	0.3117125
897	0.31137
898	0.3110244
899	0.3106757
900	0.310324
901	0.3099692
902	0.3096114
903	0.3092506
904	0.3088868
905	0.3085202
906	0.3081506
907	0.3077782
908	0.3074029
909	0.3070247
910	0.3066438
911	0.3062601
912	0.3058736
913	0.3054844
914	0.3050925
915	0.3046979
916	0.3043006
917	0.3039007
918	0.3034982
919	0.3030931
920	0.3026854
921	0.3022752
922	0.3018625
923	0.3014473
924	0.3010296
925	0.3006094
926	0.3001869
927	0.2997619
928	0.2993345
929	0.2989048
930	0.2984727
931	0.2980383
932	0.2976017
933	0.2971627
934	0.2967215
935	0.2962781
936	0.2958324
937	0.2953846
938	0.2949346
939	0.2944825
940	0.2940282
941	0.2935718
942	0.2931134
943	0.2926529
944	0.2921903
945	0.2917258
946	0.2912592
947	0.2907907
948	0.2903202
949	0.2898478
950	0.2893734
951	0.2888971
952	0.288419
953	0.287939
954	0.2874601
955	0.286986
956	0.2865102
957	0.2860325
958	0.2855531
959	0.2850718
960	0.2845889
961	0.2841041
962	0.2836177
963	0.2831296
964	0.2826399
965	0.2821484
966	0.2816553
967	0.2811606
968	0.2806643
969	0.2801664
970	0.279667
971	0.2791661
972	0.2786635
973	0.2781595
974	0.277654
975	0.277147
976	0.2766385
977	0.2761286
978	0.2756173
979	0.2751046
980	0.2745905
981	0.274075
982	0.2735581
983	0.27304
984	0.2725205
985	0.2719997
986	0.2714776
987	0.2709543
988	0.2704297
989	0.2699038
990	0.2693768
991	0.2688485
992	0.2683191
993	0.2677884
994	0.2672567
995	0.2667237
996	0.2661897
997	0.2656545
998	0.2651183
999	0.264581
1000	0.2640427
