"Wavelength (nm)"	Reflectance
359	0.4238088
360	0.4366843
361	0.4488366
362	0.4602855
363	0.4708021
364	0.4802536
365	0.4886969
366	0.495953
367	0.5021958
368	0.5073484
369	0.5116895
370	0.5150825
371	0.5178403
372	0.5198813
373	0.5213375
374	0.5221329
375	0.5224208
376	0.5223346
377	0.5218046
378	0.5211171
379	0.5202298
380	0.5191557
381	0.5179302
382	0.516511
383	0.5149767
384	0.5134206
385	0.5116491
386	0.509938
387	0.5080282
388	0.5060685
389	0.5040318
390	0.5018347
391	0.4996878
392	0.4973539
393	0.4950039
394	0.4925617
395	0.4899849
396	0.4874597
397	0.4847664
398	0.4820494
399	0.4792563
400	0.4763144
401	0.4733556
402	0.4702422
403	0.4670681
404	0.4638497
405	0.4604855
406	0.4570759
407	0.4535474
408	0.4499023
409	0.4462173
410	0.4423971
411	0.4384938
412	0.4345153
413	0.4304063
414	0.4264369
415	0.4224763
416	0.4184131
417	0.4143556
418	0.4102045
419	0.4059663
420	0.4016863
421	0.3973108
422	0.3928604
423	0.3883613
424	0.3837699
425	0.3791459
426	0.3745206
427	0.3698146
428	0.3650513
429	0.3602335
430	0.3553393
431	0.3504021
432	0.3454224
433	0.3403722
434	0.3353402
435	0.330333
436	0.3252675
437	0.3200796
438	0.3147504
439	0.3093612
440	0.3039658
441	0.298613
442	0.2932122
443	0.287759
444	0.2822339
445	0.2766655
446	0.2710633
447	0.265629
448	0.2601674
449	0.2546819
450	0.249025
451	0.2433065
452	0.2375675
453	0.2319344
454	0.2264048
455	0.2208705
456	0.2153441
457	0.2098575
458	0.2043768
459	0.198906
460	0.1934926
461	0.1881066
462	0.1827416
463	0.1774211
464	0.1721599
465	0.166932
466	0.1617416
467	0.1563452
468	0.1509683
469	0.1456401
470	0.1404603
471	0.1354923
472	0.1305848
473	0.125742
474	0.1206149
475	0.1154711
476	0.1104105
477	0.1055133
478	0.1011298
479	0.0968329
480	0.0926262
481	0.0884233
482	0.0842155
483	0.0801135
484	0.0761209
485	0.0723043
486	0.0686269
487	0.0650644
488	0.0616194
489	0.0583163
490	0.0551371
491	0.0520813
492	0.0491507
493	0.0463308
494	0.0436403
495	0.041081
496	0.0386571
497	0.0364856
498	0.0344362
499	0.0325093
500	0.0307012
501	0.0289734
502	0.0273744
503	0.0259043
504	0.0245643
505	0.0234099
506	0.0223718
507	0.0214491
508	0.0206409
509	0.0198963
510	0.019273
511	0.0187768
512	0.0184064
513	0.0181682
514	0.0180466
515	0.0180347
516	0.0181306
517	0.0183312
518	0.018637
519	0.0190487
520	0.0195638
521	0.02018
522	0.0208905
523	0.021696
524	0.0225938
525	0.0235814
526	0.0246665
527	0.0258445
528	0.0271083
529	0.028455
530	0.0298748
531	0.0313344
532	0.0328635
533	0.0344596
534	0.03612
535	0.0378255
536	0.0395776
537	0.0413846
538	0.0432441
539	0.0451535
540	0.0471736
541	0.049246
542	0.0513654
543	0.0535295
544	0.0557258
545	0.0579274
546	0.0601644
547	0.0624346
548	0.0647359
549	0.0671215
550	0.0696146
551	0.0721378
552	0.0746891
553	0.0772661
554	0.0797541
555	0.0821548
556	0.0845691
557	0.0869956
558	0.0894326
559	0.0919624
560	0.094577
561	0.0972015
562	0.0998342
563	0.1024738
564	0.1050737
565	0.1076213
566	0.1101699
567	0.1127182
568	0.115265
569	0.1178319
570	0.1204541
571	0.1230728
572	0.1256868
573	0.1282954
574	0.1308972
575	0.1334742
576	0.1360429
577	0.1386024
578	0.1411519
579	0.1436906
580	0.1461764
581	0.1486276
582	0.1510659
583	0.1534906
584	0.1559011
585	0.1583061
586	0.1607351
587	0.1631485
588	0.1655463
589	0.1679279
590	0.1702928
591	0.1726591
592	0.1750192
593	0.1773617
594	0.1796861
595	0.1819922
596	0.1842796
597	0.1865488
598	0.188799
599	0.1910299
600	0.1932413
601	0.1954328
602	0.1976018
603	0.1997367
604	0.2018517
605	0.2039464
606	0.2060206
607	0.2080744
608	0.2101089
609	0.2121266
610	0.2141235
611	0.2160996
612	0.2180546
613	0.2199887
614	0.2219066
615	0.2238188
616	0.2257101
617	0.2275804
618	0.2294299
619	0.2312582
620	0.233063
621	0.2347589
622	0.2364351
623	0.2380914
624	0.2397482
625	0.2413857
626	0.2430035
627	0.2446151
628	0.2462098
629	0.247785
630	0.2493455
631	0.250889
632	0.2524132
633	0.2539184
634	0.2554043
635	0.2568715
636	0.2583202
637	0.2597513
638	0.2611637
639	0.2625577
640	0.2639254
641	0.2652743
642	0.266605
643	0.267909
644	0.2691897
645	0.2704526
646	0.2717006
647	0.2729392
648	0.2741603
649	0.275364
650	0.276552
651	0.2777232
652	0.2788775
653	0.2800222
654	0.2811585
655	0.2822782
656	0.2833817
657	0.2844794
658	0.2855609
659	0.2866264
660	0.2876683
661	0.2886874
662	0.2896908
663	0.2906784
664	0.2916533
665	0.2926126
666	0.2935565
667	0.2944876
668	0.2954069
669	0.296311
670	0.2972002
671	0.2980748
672	0.2989348
673	0.2997801
674	0.3006119
675	0.3014327
676	0.3022394
677	0.3030321
678	0.3038171
679	0.3045944
680	0.3053579
681	0.3061078
682	0.3068485
683	0.3075771
684	0.3082924
685	0.3089948
686	0.3096871
687	0.3103666
688	0.3110332
689	0.3116867
690	0.3123259
691	0.3129525
692	0.3135668
693	0.3141686
694	0.3147579
695	0.315335
696	0.3159001
697	0.3164515
698	0.3169892
699	0.3175152
700	0.3180295
701	0.3185355
702	0.3190328
703	0.3195188
704	0.3199934
705	0.3204573
706	0.3209104
707	0.3213526
708	0.3217838
709	0.322199
710	0.3225988
711	0.322988
712	0.3233666
713	0.3237448
714	0.3241241
715	0.324493
716	0.3248519
717	0.3252059
718	0.3255597
719	0.3259037
720	0.3262378
721	0.3265607
722	0.3268671
723	0.327164
724	0.3274514
725	0.3277294
726	0.3279927
727	0.3282466
728	0.3284913
729	0.3287268
730	0.3289616
731	0.3291909
732	0.3294113
733	0.3296229
734	0.3298292
735	0.330032
736	0.3302262
737	0.3304118
738	0.3305887
739	0.3307428
740	0.3308886
741	0.3310261
742	0.3311554
743	0.3312744
744	0.331384
745	0.3314856
746	0.3315793
747	0.3316644
748	0.3317373
749	0.3318024
750	0.3318598
751	0.3319097
752	0.331962
753	0.3320134
754	0.3320573
755	0.3320938
756	0.3321233
757	0.3321564
758	0.3321823
759	0.3322011
760	0.3322129
761	0.3322199
762	0.3322231
763	0.3322195
764	0.3322091
765	0.332192
766	0.3321729
767	0.3321493
768	0.3321192
769	0.3320825
770	0.3320393
771	0.3319733
772	0.3319
773	0.3318203
774	0.3317344
775	0.3316406
776	0.331529
777	0.3314113
778	0.3312875
779	0.3311576
780	0.3310251
781	0.3308965
782	0.3307621
783	0.3306219
784	0.3304759
785	0.3303233
786	0.330163
787	0.3299971
788	0.3298256
789	0.3296486
790	0.3294683
791	0.3292872
792	0.3291006
793	0.3289087
794	0.3287115
795	0.3285064
796	0.3282885
797	0.3280654
798	0.3278372
799	0.3276039
800	0.3273643
801	0.3271105
802	0.3268517
803	0.326588
804	0.3263195
805	0.3260461
806	0.325792
807	0.3255348
808	0.3252728
809	0.3250061
810	0.3247349
811	0.324472
812	0.324211
813	0.3239455
814	0.3236755
815	0.323401
816	0.3231157
817	0.3228132
818	0.3225065
819	0.3221955
820	0.3218803
821	0.3215609
822	0.3212281
823	0.3208906
824	0.3205491
825	0.3202035
826	0.3198539
827	0.319503
828	0.3191509
829	0.3187948
830	0.3184349
831	0.318071
832	0.3177034
833	0.3173319
834	0.3169566
835	0.3165776
836	0.3161949
837	0.3158086
838	0.3154186
839	0.315025
840	0.3146278
841	0.3142271
842	0.3138229
843	0.3134152
844	0.3130041
845	0.3125895
846	0.3121716
847	0.3117503
848	0.3113258
849	0.3108979
850	0.3104668
851	0.3100325
852	0.309595
853	0.3091543
854	0.3087105
855	0.3082636
856	0.3078137
857	0.3073607
858	0.3069047
859	0.3064457
860	0.3059837
861	0.3055189
862	0.3050511
863	0.3045805
864	0.3041071
865	0.3036309
866	0.3031518
867	0.3026701
868	0.3021856
869	0.3016984
870	0.3012086
871	0.3007161
872	0.300221
873	0.2997234
874	0.2992232
875	0.2987204
876	0.2982152
877	0.2977075
878	0.2971973
879	0.2966847
880	0.2961698
881	0.2956524
882	0.2951328
883	0.2946108
884	0.2940865
885	0.29356
886	0.2930402
887	0.2925317
888	0.2920209
889	0.2915078
890	0.2909926
891	0.2904752
892	0.2899557
893	0.2894341
894	0.2889103
895	0.2883845
896	0.2878566
897	0.2873267
898	0.2867948
899	0.2862609
900	0.2857251
901	0.2851873
902	0.2846476
903	0.2841061
904	0.2835626
905	0.2830174
906	0.2824703
907	0.2819214
908	0.2813707
909	0.2808183
910	0.2802641
911	0.2797082
912	0.2791507
913	0.2785915
914	0.2780306
915	0.2774681
916	0.2769041
917	0.2763384
918	0.2757712
919	0.2752024
920	0.2746321
921	0.2740604
922	0.2734871
923	0.2729124
924	0.2723363
925	0.2717588
926	0.2711799
927	0.2705996
928	0.2700179
929	0.2694349
930	0.2688507
931	0.2682651
932	0.2676783
933	0.2670902
934	0.2665009
935	0.2659103
936	0.2653186
937	0.2647257
938	0.2641317
939	0.2635365
940	0.2629403
941	0.2623429
942	0.2617444
943	0.2611449
944	0.2605444
945	0.2599429
946	0.2593403
947	0.2587368
948	0.2581323
949	0.2575269
950	0.2569205
951	0.2563133
952	0.2557052
953	0.2550961
954	0.2544888
955	0.2538866
956	0.2532836
957	0.2526797
958	0.252075
959	0.2514694
960	0.2508631
961	0.250256
962	0.2496482
963	0.2490396
964	0.2484304
965	0.2478204
966	0.2472098
967	0.2465984
968	0.2459865
969	0.2453739
970	0.2447607
971	0.2441469
972	0.2435325
973	0.2429176
974	0.242302
975	0.241686
976	0.2410695
977	0.2404524
978	0.2398349
979	0.2392169
980	0.2385984
981	0.2379796
982	0.2373603
983	0.2367406
984	0.2361205
985	0.2355001
986	0.2348793
987	0.2342581
988	0.2336366
989	0.2330148
990	0.2323928
991	0.2317704
992	0.2311478
993	0.2305249
994	0.2299018
995	0.2292784
996	0.2286549
997	0.2280312
998	0.2274073
999	0.2267832
1000	0.2261591
