Energía	OFF	ON	Delta R/R
6.29442	0.06531	0.06601	0.44144
6.29122	0.06631	0.06701	0.42774
6.28803	0.06668	0.06742	0.477
6.28485	0.06738	0.06796	0.22882
6.28166	0.06727	0.06798	0.41789
6.27848	0.06712	0.06758	0.0676
6.2753	0.06726	0.06787	0.28097
6.27213	0.06806	0.06861	0.17627
6.26896	0.06936	0.06998	0.26732
6.26579	0.07043	0.07093	0.08914
6.26263	0.07189	0.07235	0.01134
6.25946	0.07277	0.07326	0.04767
6.25631	0.07428	0.07491	0.21354
6.25315	0.07485	0.07549	0.22188
6.25	0.07631	0.07688	0.10488
6.24685	0.07716	0.07759	-0.07206
6.24371	0.07788	0.07839	0.02132
6.24056	0.07884	0.07929	-0.06089
6.23742	0.07939	0.07996	0.09005
6.23429	0.08038	0.081	0.14445
6.23116	0.08123	0.08169	-0.06662
6.22803	0.08234	0.083	0.17402
6.2249	0.0829	0.0834	-0.02613
6.22178	0.08432	0.0848	-0.06257
6.21866	0.08508	0.08565	0.04653
6.21554	0.0859	0.0865	0.06503
6.21242	0.08704	0.08772	0.15478
6.20931	0.0879	0.08841	-0.05758
6.20621	0.0889	0.08943	-0.03195
6.2031	0.08953	0.09003	-0.07564
6.2	0.09047	0.09116	0.12847
6.1969	0.09094	0.09144	-0.08901
6.19381	0.09196	0.09261	0.08205
6.19071	0.09291	0.09344	-0.05902
6.18762	0.09399	0.0946	0.02376
6.18454	0.09552	0.09615	0.01958
6.18146	0.09668	0.09735	0.06652
6.17838	0.09838	0.09899	-0.00378
6.1753	0.0994	0.10015	0.11811
6.17222	0.10131	0.10221	0.25726
6.16915	0.10197	0.10273	0.11576
6.16609	0.10375	0.1046	0.18479
6.16302	0.10443	0.10532	0.2209
6.15996	0.10502	0.10603	0.33185
6.1569	0.10562	0.10678	0.46553
6.15385	0.10604	0.1072	0.45743
6.15079	0.10639	0.10758	0.48756
6.14774	0.10646	0.10789	0.70426
6.1447	0.10661	0.10802	0.69513
6.14165	0.10639	0.10801	0.88939
6.13861	0.10611	0.1078	0.96699
6.13558	0.10567	0.10747	1.06817
6.13254	0.10513	0.10702	1.16661
6.12951	0.10411	0.10626	1.43209
6.12648	0.10334	0.10559	1.53773
6.12346	0.10205	0.10442	1.69091
6.12043	0.10092	0.10364	2.0593
6.11741	0.09902	0.10196	2.34613
6.1144	0.09837	0.10115	2.19713
6.11138	0.09587	0.09891	2.54193
6.10837	0.09427	0.09746	2.75746
6.10537	0.09259	0.09574	2.77006
6.10236	0.09109	0.09421	2.79024
6.09936	0.0901	0.0931	2.69959
6.09636	0.08872	0.09158	2.59744
6.09337	0.08835	0.0911	2.47151
6.09037	0.08777	0.09015	2.08363
6.08738	0.08785	0.08986	1.65448
6.0844	0.08847	0.09001	1.11064
6.08141	0.0894	0.09073	0.85781
6.07843	0.09148	0.09209	0.02883
6.07545	0.09371	0.09388	-0.44868
6.07248	0.09609	0.09592	-0.80801
6.06951	0.10041	0.09958	-1.4631
6.06654	0.10332	0.10214	-1.7795
6.06357	0.10949	0.1076	-2.35916
6.06061	0.11377	0.11149	-2.63565
6.05765	0.11999	0.11728	-2.8863
6.05469	0.12811	0.12479	-3.22315
6.05173	0.13375	0.13015	-3.32291
6.04878	0.14149	0.13749	-3.45706
6.04583	0.14806	0.14376	-3.53686
6.04288	0.15768	0.15306	-3.55929
6.03994	0.16253	0.15792	-3.46775
6.037	0.17419	0.16943	-3.36539
6.03406	0.18121	0.17619	-3.40456
6.03113	0.19139	0.1865	-3.18745
6.0282	0.1998	0.19486	-3.10073
6.02527	0.20976	0.20496	-2.91799
6.02234	0.21911	0.21438	-2.79154
6.01942	0.2257	0.22085	-2.78192
6.0165	0.23596	0.23126	-2.62311
6.01358	0.24129	0.23704	-2.39307
6.01066	0.25269	0.24846	-2.30562
6.00775	0.25888	0.25485	-2.18804
6.00484	0.26908	0.26537	-2.00904
6.00194	0.27798	0.27426	-1.97049
5.99903	0.28437	0.2808	-1.88698
5.99613	0.29274	0.28954	-1.72662
5.99323	0.29809	0.29484	-1.72154
5.99034	0.30676	0.30402	-1.52455
5.98745	0.30997	0.30729	-1.49736
5.98456	0.3198	0.31721	-1.44397
5.98167	0.32534	0.32336	-1.24116
5.97878	0.33126	0.32903	-1.30606
5.9759	0.33802	0.33629	-1.14216
5.97303	0.34259	0.34063	-1.20219
5.97015	0.34782	0.34636	-1.05032
5.96728	0.35153	0.35007	-1.04902
5.96441	0.35789	0.35635	-1.06017
5.96154	0.36186	0.36082	-0.91933
5.95867	0.3661	0.36524	-0.86567
5.95581	0.36987	0.36907	-0.84629
5.95295	0.37418	0.37322	-0.88834
5.9501	0.37711	0.37654	-0.78524
5.94724	0.37972	0.37905	-0.80763
5.94439	0.38337	0.38307	-0.70902
5.94154	0.38531	0.38507	-0.69307
5.9387	0.38891	0.38873	-0.67714
5.93585	0.39097	0.39085	-0.66283
5.93301	0.39343	0.39342	-0.63605
5.93018	0.39593	0.39601	-0.61089
5.92734	0.39751	0.39755	-0.62216
5.92451	0.39959	0.39981	-0.57714
5.92168	0.40104	0.4012	-0.59199
5.91885	0.40294	0.40309	-0.59392
5.91603	0.40421	0.40385	-0.72131
5.91321	0.40594	0.40567	-0.6974
5.91039	0.4073	0.40706	-0.68994
5.90758	0.4082	0.40798	-0.68537
5.90476	0.40913	0.40902	-0.65998
5.90195	0.40991	0.40991	-0.6309
5.89914	0.4109	0.41058	-0.71007
5.89634	0.41138	0.41103	-0.71688
5.89354	0.41201	0.41149	-0.75802
5.89074	0.41233	0.41167	-0.79189
5.88794	0.41234	0.41161	-0.80861
5.88514	0.41225	0.41152	-0.80972
5.88235	0.41174	0.4114	-0.71554
5.87956	0.4114	0.41083	-0.76974
5.87678	0.41062	0.41028	-0.71291
5.87399	0.40972	0.40916	-0.76737
5.87121	0.40874	0.40857	-0.67541
5.86843	0.40706	0.40713	-0.61421
5.86566	0.4058	0.40578	-0.63648
5.86288	0.40379	0.40404	-0.56966
5.86011	0.40182	0.40171	-0.65829
5.85735	0.39975	0.39994	-0.58521
5.85458	0.39728	0.39731	-0.6239
5.85182	0.39503	0.39544	-0.52833
5.84906	0.39203	0.3924	-0.53561
5.8463	0.39002	0.39057	-0.493
5.84354	0.38578	0.38641	-0.46793
5.84079	0.38213	0.38268	-0.48825
5.83804	0.37859	0.37972	-0.33241
5.83529	0.37523	0.37613	-0.39435
5.83255	0.37059	0.37173	-0.32462
5.82981	0.36645	0.36733	-0.38968
5.82707	0.36312	0.36442	-0.27202
5.82433	0.35759	0.35868	-0.32673
5.8216	0.35317	0.35432	-0.30429
5.81886	0.348	0.34931	-0.25449
5.81614	0.34316	0.34478	-0.15988
5.81341	0.33686	0.33847	-0.15348
5.81068	0.33264	0.33399	-0.22618
5.80796	0.32826	0.32997	-0.10892
5.80524	0.32118	0.3232	-2.14347E-6
5.80253	0.31802	0.31963	-0.12627
5.79981	0.30977	0.31175	0.00929
5.7971	0.30474	0.30658	-0.02984
5.79439	0.29824	0.3002	0.0274
5.79169	0.29147	0.29349	0.06055
5.78898	0.28642	0.28826	0.00867
5.78628	0.27952	0.28108	-0.07397
5.78358	0.27477	0.27653	0.00646
5.78089	0.26655	0.26849	0.09655
5.77819	0.26341	0.26514	0.02372
5.7755	0.25417	0.25591	0.05342
5.77281	0.24842	0.25	0.00327
5.77013	0.24105	0.24247	-0.04193
5.76744	0.23545	0.23652	-0.17769
5.76476	0.23031	0.23133	-0.18766
5.76208	0.22244	0.22374	-0.04392
5.75941	0.2189	0.22015	-0.05967
5.75673	0.21026	0.21129	-0.14034
5.75406	0.20498	0.20598	-0.13999
5.75139	0.19913	0.19991	-0.24238
5.74873	0.1937	0.19452	-0.2087
5.74606	0.18787	0.18837	-0.36658
5.7434	0.18182	0.18221	-0.41745
5.74074	0.17785	0.17818	-0.44597
5.73808	0.17133	0.17138	-0.60132
5.73543	0.16806	0.16798	-0.67917
5.73278	0.16204	0.16168	-0.85629
5.73013	0.15776	0.15716	-1.01142
5.72748	0.15293	0.15242	-0.96767
5.72484	0.14896	0.14837	-1.02384
5.7222	0.14588	0.14509	-1.16922
5.71956	0.14156	0.14057	-1.33343
5.71692	0.13928	0.13797	-1.57228
5.71429	0.13537	0.13385	-1.75993
5.71165	0.13301	0.13143	-1.81754
5.70902	0.13023	0.1285	-1.96041
5.7064	0.12774	0.1258	-2.1486
5.70377	0.12604	0.12416	-2.12772
5.70115	0.12438	0.12215	-2.42393
5.69853	0.12326	0.12081	-2.61874
5.69591	0.12202	0.1195	-2.69281
5.6933	0.12153	0.11913	-2.60618
5.69068	0.12082	0.11818	-2.81075
5.68807	0.12075	0.11788	-3.01012
5.68547	0.12083	0.11803	-2.94974
5.68286	0.12133	0.11835	-3.09439
5.68026	0.12207	0.11895	-3.19043
5.67766	0.12319	0.11993	-3.27876
5.67506	0.12385	0.12071	-3.16289
5.67246	0.12598	0.12263	-3.29204
5.66987	0.12741	0.12399	-3.31375
5.66728	0.1295	0.12618	-3.19259
5.66469	0.13205	0.1286	-3.24308
5.6621	0.13451	0.1311	-3.16986
5.65952	0.13755	0.13417	-3.08809
5.65693	0.14014	0.13663	-3.13907
5.65435	0.14394	0.14038	-3.10935
5.65178	0.14709	0.14373	-2.91773
5.6492	0.15092	0.14755	-2.86911
5.64663	0.1553	0.15193	-2.80322
5.64406	0.15921	0.15579	-2.77937
5.64149	0.1639	0.16052	-2.69189
5.63893	0.16747	0.16416	-2.60598
5.63636	0.17219	0.16914	-2.40346
5.6338	0.17547	0.1722	-2.49113
5.63124	0.18163	0.1786	-2.29746
5.62869	0.18688	0.18403	-2.15677
5.62613	0.19113	0.18849	-2.01314
5.62358	0.19762	0.19499	-1.96184
5.62103	0.20245	0.19982	-1.93299
5.61849	0.20804	0.20563	-1.78803
5.61594	0.21162	0.20911	-1.81704
5.6134	0.21852	0.21637	-1.61481
5.61086	0.2226	0.22048	-1.58508
5.60832	0.22917	0.22726	-1.46324
5.60579	0.23607	0.23424	-1.40613
5.60325	0.24138	0.23982	-1.28064
5.60072	0.24659	0.24493	-1.30357
5.59819	0.25126	0.25018	-1.06092
5.59567	0.25766	0.25661	-1.03908
5.59314	0.26199	0.2613	-0.89575
5.59062	0.26846	0.26787	-0.85377
5.5881	0.27397	0.27344	-0.82199
5.58559	0.27972	0.27933	-0.76957
5.58307	0.28554	0.28512	-0.78016
5.58056	0.2908	0.29023	-0.82715
5.57805	0.29651	0.2963	-0.70208
5.57554	0.29969	0.29924	-0.78118
5.57303	0.3069	0.30681	-0.66234
5.57053	0.31256	0.31246	-0.66378
5.56803	0.31693	0.31727	-0.52551
5.56553	0.32331	0.32352	-0.56721
5.56303	0.32803	0.32835	-0.53469
5.56054	0.33349	0.33383	-0.53122
5.55805	0.33618	0.33667	-0.48421
5.55556	0.34281	0.34337	-0.46675
5.55307	0.34613	0.34677	-0.44565
5.55058	0.35202	0.35279	-0.4139
5.5481	0.35682	0.35773	-0.3758
5.54562	0.36124	0.36258	-0.26071
5.54314	0.36587	0.36685	-0.36375
5.54066	0.36946	0.37062	-0.31784
5.53819	0.37436	0.37584	-0.23463
5.53571	0.3777	0.37898	-0.29318
5.53324	0.38243	0.38376	-0.28486
5.53078	0.38715	0.38854	-0.27304
5.52831	0.39093	0.39259	-0.20882
5.52585	0.39467	0.39634	-0.20867
5.52339	0.39762	0.39957	-0.14028
5.52093	0.40198	0.40405	-0.11689
5.51847	0.40371	0.4053	-0.23912
5.51601	0.40888	0.41063	-0.20275
5.51356	0.41192	0.41381	-0.17269
5.51111	0.41578	0.41754	-0.20776
5.50866	0.41871	0.42064	-0.1706
5.50622	0.42181	0.42376	-0.17017
5.50377	0.4249	0.42686	-0.17091
5.50133	0.42663	0.42832	-0.23431
5.49889	0.43046	0.43222	-0.22123
5.49645	0.43292	0.4349	-0.17315
5.49402	0.43563	0.43775	-0.14684
5.49159	0.4387	0.44046	-0.23033
5.48915	0.44096	0.44301	-0.16631
5.48673	0.44342	0.44506	-0.26162
5.4843	0.44475	0.44655	-0.22778
5.48187	0.44784	0.44956	-0.2472
5.47945	0.44877	0.45034	-0.28109
5.47703	0.452	0.45344	-0.31232
5.47461	0.45419	0.45592	-0.25075
5.4722	0.45612	0.4578	-0.26253
5.46978	0.45743	0.45912	-0.26134
5.46737	0.45917	0.46069	-0.30074
5.46496	0.46092	0.4627	-0.24674
5.46256	0.46199	0.46337	-0.33303
5.46015	0.46418	0.46567	-0.31272
5.45775	0.46618	0.46746	-0.35795
5.45535	0.46765	0.46869	-0.40868
5.45295	0.46847	0.46971	-0.3678
5.45055	0.46986	0.47067	-0.45987
5.44815	0.47097	0.47206	-0.39894
5.44576	0.47147	0.47255	-0.40277
5.44337	0.4735	0.47433	-0.45699
5.44098	0.4747	0.47539	-0.48659
5.4386	0.47554	0.47633	-0.46598
5.43621	0.47616	0.47703	-0.44832
5.43383	0.47705	0.47785	-0.46498
5.43145	0.478	0.47865	-0.49614
5.42907	0.47829	0.47879	-0.52795
5.4267	0.4792	0.47976	-0.51635
5.42432	0.47977	0.48045	-0.48988
5.42195	0.48037	0.48105	-0.49046
5.41958	0.48087	0.48154	-0.49238
5.41721	0.48129	0.48179	-0.52707
5.41485	0.48178	0.48216	-0.55421
5.41248	0.48211	0.48218	-0.61736
5.41012	0.4825	0.48271	-0.58758
5.40776	0.48295	0.48284	-0.65463
5.40541	0.48276	0.48319	-0.54262
5.40305	0.48303	0.48316	-0.60523
5.4007	0.48335	0.48321	-0.66075
5.39835	0.48325	0.48326	-0.62913
5.396	0.48334	0.48326	-0.64768
5.39365	0.48323	0.48323	-0.63247
5.3913	0.48321	0.48315	-0.64551
