Energía	OFF	ON	Delta R/R
6.3233	0.00982	0.0096	-0.00548
6.32008	0.01006	0.00983	0.03242
6.31686	0.01016	0.00988	0.5236
6.31365	0.01038	0.01009	0.59921
6.31043	0.01056	0.01025	0.62278
6.30722	0.01077	0.01048	0.46067
6.30402	0.01097	0.01066	0.63813
6.30081	0.01124	0.01091	0.64916
6.29761	0.01145	0.01107	1.09456
6.29442	0.01161	0.0113	0.44852
6.29122	0.0119	0.01152	0.95299
6.28803	0.01203	0.01164	1.03782
6.28485	0.0123	0.01189	1.07073
6.28166	0.01244	0.01201	1.27112
6.27848	0.01247	0.0121	0.72693
6.2753	0.01255	0.01219	0.60969
6.27213	0.01268	0.01231	0.66548
6.26896	0.013	0.01263	0.57612
6.26579	0.01326	0.0129	0.47525
6.26263	0.01363	0.01327	0.41179
6.25946	0.01382	0.01345	0.44621
6.25631	0.0143	0.01391	0.49047
6.25315	0.01452	0.01408	0.8133
6.25	0.0149	0.01447	0.63686
6.24685	0.01522	0.01475	0.8518
6.24371	0.01543	0.01497	0.76599
6.24056	0.01581	0.01528	1.16579
6.23742	0.01599	0.01551	0.7572
6.23429	0.01644	0.01591	1.04723
6.23116	0.01666	0.01612	1.01143
6.22803	0.01718	0.01656	1.37684
6.2249	0.01736	0.01677	1.17096
6.22178	0.01796	0.01728	1.62942
6.21866	0.01829	0.01763	1.41797
6.21554	0.01872	0.01796	1.85738
6.21242	0.01924	0.01845	1.96444
6.20931	0.01952	0.01878	1.64709
6.20621	0.02009	0.01927	1.88597
6.2031	0.02038	0.0196	1.65885
6.2	0.02108	0.02022	1.9229
6.1969	0.02139	0.02044	2.29239
6.19381	0.022	0.02103	2.28727
6.19071	0.02258	0.02157	2.35946
6.18762	0.0231	0.02208	2.26994
6.18454	0.02381	0.02275	2.32287
6.18146	0.0244	0.02329	2.41822
6.17838	0.02527	0.02416	2.28503
6.1753	0.02586	0.02465	2.58622
6.17222	0.02691	0.02575	2.19144
6.16915	0.02735	0.02606	2.61925
6.16609	0.02881	0.02743	2.70976
6.16302	0.02951	0.02813	2.57933
6.15996	0.0302	0.02883	2.38899
6.1569	0.03117	0.02972	2.54842
6.15385	0.03178	0.03035	2.37388
6.15079	0.03268	0.03119	2.45462
6.14774	0.03316	0.03168	2.32872
6.1447	0.03428	0.0327	2.50778
6.14165	0.03479	0.03318	2.51183
6.13861	0.03603	0.0344	2.42258
6.13558	0.03675	0.03518	2.1247
6.13254	0.03755	0.03602	1.91157
6.12951	0.03871	0.037	2.31127
6.12648	0.03937	0.03763	2.30931
6.12346	0.04047	0.03878	2.01209
6.12043	0.0413	0.03948	2.2846
6.11741	0.04271	0.04078	2.40225
6.1144	0.04321	0.04133	2.20824
6.11138	0.04493	0.04295	2.29206
6.10837	0.04614	0.04411	2.26673
6.10537	0.04776	0.04537	2.92724
6.10236	0.0491	0.04671	2.77896
6.09936	0.05011	0.04773	2.66228
6.09636	0.05215	0.04963	2.7425
6.09337	0.05318	0.05051	2.94206
6.09037	0.05538	0.0525	3.16229
6.08738	0.05714	0.05417	3.16454
6.0844	0.05899	0.05589	3.22722
6.08141	0.06089	0.05766	3.27781
6.07843	0.06332	0.05995	3.30298
6.07545	0.06524	0.06174	3.3353
6.07248	0.06703	0.06346	3.30413
6.06951	0.06995	0.06615	3.40302
6.06654	0.0717	0.06772	3.54997
6.06357	0.0748	0.07078	3.34747
6.06061	0.07674	0.07271	3.21056
6.05765	0.07947	0.0753	3.21632
6.05469	0.08259	0.07812	3.39188
6.05173	0.08462	0.08022	3.16253
6.04878	0.08744	0.08281	3.26352
6.04583	0.08958	0.08503	3.01763
6.04288	0.09268	0.08807	2.90091
6.03994	0.09425	0.08963	2.81469
6.037	0.09796	0.09319	2.79719
6.03406	0.09991	0.09523	2.58903
6.03113	0.10285	0.09815	2.46232
6.0282	0.10519	0.10063	2.20604
6.02527	0.10796	0.10337	2.11471
6.02234	0.11055	0.10587	2.09581
6.01942	0.11221	0.10768	1.86928
6.0165	0.11515	0.1102	2.16125
6.01358	0.11648	0.11176	1.8886
6.01066	0.11941	0.11462	1.84902
6.00775	0.12088	0.11616	1.73565
6.00484	0.12334	0.11877	1.51654
6.00194	0.1254	0.12102	1.28348
5.99903	0.12678	0.12258	1.09759
5.99613	0.12865	0.12425	1.21698
5.99323	0.12974	0.12537	1.15504
5.99034	0.13163	0.12733	1.04464
5.98745	0.13223	0.12805	0.93742
5.98456	0.13396	0.13003	0.68994
5.98167	0.13507	0.1312	0.61604
5.97878	0.13583	0.13219	0.42812
5.9759	0.13672	0.13328	0.25127
5.97303	0.13738	0.13382	0.32712
5.97015	0.13788	0.13466	0.0612
5.96728	0.13822	0.13503	0.02551
5.96441	0.13864	0.13571	-0.16699
5.96154	0.13887	0.13584	-0.1018
5.95867	0.13894	0.13598	-0.15621
5.95581	0.13896	0.13603	-0.17991
5.95295	0.13867	0.13597	-0.34382
5.9501	0.13822	0.13573	-0.49357
5.94724	0.13812	0.13553	-0.42492
5.94439	0.13711	0.13486	-0.66244
5.94154	0.13664	0.13447	-0.71792
5.9387	0.13559	0.13358	-0.82848
5.93585	0.13473	0.13283	-0.89786
5.93301	0.13359	0.13179	-0.96292
5.93018	0.13236	0.1307	-1.05882
5.92734	0.13145	0.12966	-0.95051
5.92451	0.12973	0.12808	-1.04173
5.92168	0.12863	0.12729	-1.27841
5.91885	0.12701	0.12556	-1.17882
5.91603	0.12589	0.12459	-1.2849
5.91321	0.12398	0.12249	-1.11961
5.91039	0.12215	0.12095	-1.33797
5.90758	0.12071	0.11949	-1.31056
5.90476	0.11901	0.11779	-1.29682
5.90195	0.11697	0.11582	-1.33655
5.89914	0.11508	0.11406	-1.44228
5.89634	0.11375	0.11254	-1.24785
5.89354	0.11157	0.11047	-1.33643
5.89074	0.11039	0.10942	-1.44188
5.88794	0.1081	0.10725	-1.53383
5.88514	0.10648	0.10553	-1.42469
5.88235	0.10454	0.10347	-1.30342
5.87956	0.10327	0.10221	-1.29617
5.87678	0.10202	0.1009	-1.22207
5.87399	0.10013	0.09926	-1.44884
5.87121	0.0993	0.09841	-1.42559
5.86843	0.09765	0.09673	-1.37947
5.86566	0.09681	0.09572	-1.19669
5.86288	0.0956	0.09462	-1.29493
5.86011	0.0946	0.09333	-0.9659
5.85735	0.0939	0.09286	-1.21683
5.85458	0.09327	0.09196	-0.9044
5.85182	0.09289	0.09149	-0.79964
5.84906	0.09235	0.09101	-0.85687
5.8463	0.0921	0.09081	-0.91433
5.84354	0.09177	0.09049	-0.91048
5.84079	0.09184	0.09023	-0.55709
5.83804	0.09189	0.09034	-0.61372
5.83529	0.09206	0.09051	-0.6221
5.83255	0.09244	0.09084	-0.57312
5.82981	0.09283	0.09127	-0.62227
5.82707	0.09343	0.09152	-0.24911
5.82433	0.0943	0.09247	-0.35046
5.8216	0.09507	0.09303	-0.13804
5.81886	0.09594	0.09399	-0.25993
5.81614	0.09688	0.0948	-0.13159
5.81341	0.09822	0.09608	-0.11285
5.81068	0.09922	0.09724	-0.29916
5.80796	0.10022	0.09807	-0.13113
5.80524	0.10211	0.0997	0.08811
5.80253	0.10297	0.10062	-3.75965E-6
5.79981	0.10516	0.1029	-0.13734
5.7971	0.10665	0.10422	0.00767
5.79439	0.1086	0.10604	0.08226
5.79169	0.1105	0.10803	-0.04157
5.78898	0.11209	0.10948	0.05487
5.78628	0.11429	0.11166	0.02069
5.78358	0.1159	0.11303	0.21222
5.78089	0.11854	0.11589	-0.04539
5.77819	0.11972	0.11705	-0.05057
5.7755	0.12286	0.12002	0.03777
5.77281	0.12499	0.12204	0.08474
5.77013	0.1278	0.12501	-0.10051
5.76744	0.12982	0.12708	-0.17461
5.76476	0.13167	0.12892	-0.19697
5.76208	0.13485	0.13197	-0.15176
5.75941	0.13622	0.13349	-0.28945
5.75673	0.13995	0.13717	-0.30255
5.75406	0.14237	0.1394	-0.19785
5.75139	0.1448	0.14202	-0.3778
5.74873	0.14732	0.1445	-0.38
5.74606	0.15044	0.14739	-0.25898
5.7434	0.15328	0.15038	-0.39866
5.74074	0.15513	0.15245	-0.56958
5.73808	0.15915	0.15621	-0.44876
5.73543	0.1611	0.15814	-0.4588
5.73278	0.16476	0.16158	-0.35778
5.73013	0.16755	0.16438	-0.40209
5.72748	0.17094	0.16795	-0.55034
5.72484	0.17326	0.1705	-0.7136
5.7222	0.17559	0.17265	-0.62476
5.71956	0.17954	0.17663	-0.68456
5.71692	0.18152	0.17878	-0.79635
5.71429	0.18565	0.18272	-0.72413
5.71165	0.18835	0.1853	-0.68584
5.70902	0.1915	0.18859	-0.78699
5.7064	0.19498	0.1921	-0.83011
5.70377	0.19746	0.19464	-0.88275
5.70115	0.20129	0.19822	-0.7836
5.69853	0.20357	0.20078	-0.94538
5.69591	0.2077	0.20456	-0.79447
5.6933	0.20948	0.20608	-0.67905
5.69068	0.21385	0.21051	-0.74386
5.68807	0.2169	0.21348	-0.7287
5.68547	0.22044	0.21742	-0.94189
5.68286	0.22344	0.22015	-0.83462
5.68026	0.22625	0.22293	-0.84205
5.67766	0.2301	0.22686	-0.90163
5.67506	0.2321	0.22889	-0.92799
5.67246	0.2366	0.23323	-0.8847
5.66987	0.23934	0.23606	-0.9385
5.66728	0.24262	0.23936	-0.96845
5.66469	0.24578	0.24237	-0.92237
5.6621	0.24912	0.24602	-1.07272
5.65952	0.25252	0.24924	-1.01161
5.65693	0.25493	0.25177	-1.07448
5.65435	0.2592	0.25582	-1.01058
5.65178	0.26222	0.25896	-1.06985
5.6492	0.26534	0.26192	-1.02346
5.64663	0.26875	0.26531	-1.0349
5.64406	0.27182	0.26824	-0.99457
5.64149	0.27545	0.27209	-1.09906
5.63893	0.27764	0.27456	-1.21015
5.63636	0.28117	0.27769	-1.07878
5.6338	0.28341	0.28007	-1.13995
5.63124	0.28727	0.28395	-1.16008
5.62869	0.2905	0.28741	-1.25644
5.62613	0.29296	0.29025	-1.39926
5.62358	0.29665	0.2936	-1.28946
5.62103	0.29902	0.29593	-1.28644
5.61849	0.30288	0.29962	-1.24022
5.61594	0.30473	0.30179	-1.35517
5.6134	0.30876	0.30554	-1.27443
5.61086	0.3113	0.30768	-1.15447
5.60832	0.31424	0.31106	-1.30964
5.60579	0.31738	0.31434	-1.36377
5.60325	0.31963	0.31673	-1.41271
5.60072	0.32281	0.31972	-1.36442
5.59819	0.32486	0.32188	-1.4042
5.59567	0.32799	0.32525	-1.48889
5.59314	0.33043	0.32762	-1.47255
5.59062	0.33314	0.3303	-1.4734
5.5881	0.33592	0.33248	-1.2951
5.58559	0.33853	0.33554	-1.43913
5.58307	0.34102	0.33791	-1.41234
5.58056	0.34295	0.33985	-1.41647
5.57805	0.34572	0.34265	-1.43338
5.57554	0.34727	0.34411	-1.41434
5.57303	0.3504	0.34717	-1.4001
5.57053	0.35268	0.3497	-1.47794
5.56803	0.35459	0.35172	-1.5169
5.56553	0.35725	0.35407	-1.43292
5.56303	0.35881	0.35578	-1.48039
5.56054	0.36125	0.35817	-1.47264
5.55805	0.36258	0.35959	-1.49917
5.55556	0.36516	0.36229	-1.54064
5.55307	0.36695	0.36361	-1.41195
5.55058	0.36853	0.36574	-1.56878
5.5481	0.37048	0.36766	-1.56334
5.54562	0.37258	0.36941	-1.47216
5.54314	0.37426	0.37113	-1.48767
5.54066	0.37553	0.3725	-1.5169
5.53819	0.3777	0.37439	-1.44723
5.53571	0.37918	0.37589	-1.45624
5.53324	0.3807	0.37763	-1.51613
5.53078	0.38229	0.37905	-1.47469
5.52831	0.3839	0.38075	-1.50104
5.52585	0.38548	0.38195	-1.40487
5.52339	0.38648	0.3829	-1.3946
5.52093	0.38829	0.38473	-1.40553
5.51847	0.38876	0.38509	-1.37671
5.51601	0.3904	0.38724	-1.51379
5.51356	0.39141	0.38811	-1.48112
5.51111	0.39278	0.38962	-1.52004
5.50866	0.39392	0.39042	-1.43413
5.50622	0.3944	0.3912	-1.51201
5.50377	0.39567	0.39226	-1.46081
5.50133	0.39635	0.393	-1.47788
5.49889	0.39738	0.39423	-1.53351
5.49645	0.39825	0.39506	-1.52119
5.49402	0.39907	0.39588	-1.52584
5.49159	0.40001	0.39653	-1.45321
5.48915	0.40057	0.39737	-1.5254
5.48673	0.40145	0.39794	-1.44769
5.4843	0.40191	0.39867	-1.51974
5.48187	0.40265	0.39939	-1.51335
5.47945	0.40272	0.39989	-1.62462
5.47703	0.40368	0.40019	-1.45797
5.47461	0.40403	0.40078	-1.52133
5.4722	0.40434	0.40112	-1.52778
5.46978	0.40492	0.4014	-1.45374
5.46737	0.40519	0.40169	-1.45861
5.46496	0.40545	0.40214	-1.50693
5.46256	0.40563	0.40218	-1.47189
5.46015	0.40579	0.40255	-1.52621
5.45775	0.40609	0.40271	-1.49039
5.45535	0.40633	0.40281	-1.45882
5.45295	0.40611	0.40301	-1.5629
5.45055	0.40622	0.40275	-1.47101
5.44815	0.40622	0.40299	-1.52917
5.44576	0.40642	0.40285	-1.44446
5.44337	0.4061	0.40292	-1.54263
5.44098	0.40619	0.40272	-1.46765
5.4386	0.40578	0.40266	-1.55656
5.43621	0.40596	0.40252	-1.47601
5.43383	0.40557	0.40213	-1.47463
5.43145	0.40539	0.4018	-1.43748
5.42907	0.40519	0.40147	-1.40472
5.4267	0.40461	0.40131	-1.50851
5.42432	0.40407	0.40079	-1.51387
5.42195	0.40361	0.39995	-1.41698
5.41958	0.40304	0.39967	-1.48868
5.41721	0.40273	0.39921	-1.44834
5.41485	0.40201	0.39897	-1.5686
5.41248	0.40188	0.39834	-1.44043
5.41012	0.40074	0.39731	-1.46745
5.40776	0.39996	0.39681	-1.53657
5.40541	0.39938	0.39583	-1.43447
5.40305	0.39842	0.39525	-1.52678
5.4007	0.39783	0.39453	-1.49323
5.39835	0.39692	0.3936	-1.48878
5.396	0.39665	0.39306	-1.41798
5.39365	0.39547	0.39193	-1.42758
5.3913	0.39429	0.39086	-1.45244
