omega,n,k
9.439439,1.397652,1.102713
9.447447,1.395664,1.102534
9.455455,1.393686,1.102350
9.463463,1.391718,1.102163
9.471471,1.389761,1.101971
9.479479,1.387813,1.101775
9.487487,1.385875,1.101575
9.495495,1.383947,1.101371
9.503504,1.382028,1.101162
9.511512,1.380119,1.100950
9.519520,1.378219,1.100734
9.527528,1.376328,1.100514
9.535536,1.374447,1.100291
9.543544,1.372575,1.100063
9.551552,1.370712,1.099832
9.559560,1.368858,1.099597
9.567568,1.367012,1.099358
9.575576,1.365176,1.099116
9.583584,1.363348,1.098870
9.591592,1.361529,1.098621
9.599600,1.359718,1.098369
9.607608,1.357916,1.098112
9.615616,1.356122,1.097853
9.623624,1.354337,1.097590
9.631632,1.352559,1.097324
9.639640,1.350790,1.097055
9.647648,1.349029,1.096782
9.655656,1.347276,1.096506
9.663664,1.345531,1.096228
9.671672,1.343794,1.095946
9.679680,1.342065,1.095660
9.687688,1.340344,1.095372
9.695696,1.338630,1.095081
9.703704,1.336923,1.094787
9.711712,1.335225,1.094490
9.719720,1.333534,1.094190
9.727728,1.331850,1.093887
9.735736,1.330173,1.093582
9.743744,1.328504,1.093273
9.751752,1.326842,1.092962
9.759760,1.325188,1.092648
9.767768,1.323540,1.092331
9.775776,1.321900,1.092012
9.783784,1.320266,1.091690
9.791792,1.318640,1.091365
9.799800,1.317020,1.091038
9.807808,1.315408,1.090708
9.815816,1.313802,1.090376
9.823824,1.312203,1.090041
9.831832,1.310610,1.089703
9.839840,1.309024,1.089364
9.847848,1.307445,1.089021
9.855856,1.305873,1.088677
9.863864,1.304306,1.088330
9.871872,1.302747,1.087980
9.879880,1.301193,1.087628
9.887888,1.299646,1.087274
9.895896,1.298106,1.086918
9.903904,1.296571,1.086560
9.911912,1.295043,1.086199
9.919920,1.293521,1.085836
9.927928,1.292005,1.085471
9.935936,1.290495,1.085103
9.943944,1.288991,1.084734
9.951952,1.287493,1.084362
9.959960,1.286001,1.083988
9.967968,1.284515,1.083612
9.975976,1.283035,1.083235
9.983984,1.281561,1.082855
9.991992,1.280092,1.082473
10.000000,1.278630,1.082089
